7323 0 0 0 10 3 1 4 9 1 1 0
7231 0 0 0 10 3 1 3 9 2 1 0
7140 0 0 0 10 2 2 3 9 2 1 0
7051 0 0 0 10 2 2 2 10 2 1 0
6962 0 0 0 10 2 2 2 10 2 1 0
6875 0 0 0 9 3 2 2 10 2 1 0
6789 0 0 0 10 3 1 2 9 2 1 0
6703 0 0 0 9 3 1 2 9 2 1 0
6619 0 0 0 8 3 2 2 9 2 1 0
6536 0 0 0 7 4 2 2 9 2 1 0
6454 0 0 0 5 4 3 3 7 2 1 0
6373 0 0 0 6 4 3 3 7 2 1 0
6293 0 0 0 7 5 4 2 8 1 1 0
6214 0 0 0 7 4 4 2 9 1 1 0
6136 0 0 0 8 4 3 2 9 1 1 0
6059 0 0 0 7 4 5 1 9 1 1 0
5983 0 0 0 7 4 5 1 9 1 1 0
5908 0 0 0 8 3 4 2 10 1 1 0
5834 0 0 0 8 3 4 2 10 1 1 0
5761 0 0 0 7 2 6 2 10 1 1 0
5688 0 0 0 7 2 6 2 10 1 1 0
5617 0 0 0 7 2 6 2 10 1 1 0
5547 0 0 0 8 2 5 2 10 1 1 0
5477 0 0 0 8 2 5 2 10 1 1 0
5408 0 0 0 9 2 3 1 11 1 1 0
5340 0 0 0 9 2 3 1 11 1 1 0
5273 0 0 0 8 2 4 1 12 1 1 0
5207 0 0 0 8 2 5 1 11 1 1 0
5142 0 0 0 9 2 5 1 10 1 1 0
5077 0 0 0 10 2 3 1 12 1 0 0
5013 0 0 0 10 2 3 1 12 1 0 0
4951 0 0 0 10 2 4 1 11 1 0 0
4888 0 0 0 10 2 4 1 11 1 0 0
4827 0 0 0 10 3 4 1 10 1 0 0
4766 0 0 0 10 3 4 1 10 1 0 0
4707 0 0 0 9 3 4 2 10 1 0 0
4648 0 0 0 10 3 4 3 8 1 0 0
4589 0 0 0 10 3 3 4 8 1 0 0
4532 0 0 0 10 3 3 4 8 1 0 0
4475 0 0 0 10 3 3 4 8 1 0 0
4419 0 0 0 10 3 3 4 8 1 0 0
4363 0 0 0 10 3 3 3 9 1 0 0
4308 0 0 0 10 3 3 3 9 1 0 0
4254 0 0 0 10 3 2 4 9 1 0 0
4201 0 0 0 11 3 2 3 9 1 0 0
4148 0 0 0 11 3 2 3 9 1 0 0
4096 0 0 0 11 3 2 3 9 1 0 0
4045 0 0 0 12 1 2 4 9 1 0 0
3994 0 0 0 12 1 2 4 9 1 0 0
3944 0 0 0 12 0 3 4 9 1 0 0
3894 0 0 0 12 0 3 4 9 1 0 0
3845 0 0 0 12 0 3 4 9 1 0 0
3797 0 0 0 12 0 3 4 9 1 0 0
3750 0 0 0 12 0 3 4 9 1 0 0
3703 0 0 0 12 0 3 4 9 1 0 0
3656 0 0 0 12 0 3 4 9 1 0 0
3610 0 0 0 12 0 3 4 9 1 0 0
3565 0 0 0 12 0 3 4 9 1 0 0
3520 0 0 0 12 0 3 4 9 1 0 0
3476 0 0 0 12 0 3 4 9 1 0 0
3432 0 0 0 12 0 3 4 9 1 0 0
3389 0 0 0 12 0 3 4 9 1 0 0
3347 0 0 0 12 0 3 4 9 1 0 0
3305 0 0 0 12 0 3 4 9 1 0 0
3263 0 0 0 12 0 3 4 9 1 0 0
3222 0 0 0 12 0 3 4 9 1 0 0
3182 0 0 0 12 0 3 4 9 1 0 0
3142 0 0 0 12 0 3 4 9 1 0 0
3102 0 0 0 12 0 3 4 9 1 0 0
3064 0 0 0 12 0 3 4 9 1 0 0
3025 0 0 0 12 0 3 4 9 1 0 0
2987 0 0 0 12 0 3 4 9 1 0 0
2950 0 0 0 12 0 3 4 9 1 0 0
2913 0 0 0 11 0 4 4 9 1 0 0
2876 0 0 0 11 0 4 4 9 1 0 0
2840 0 0 0 11 0 4 4 9 1 0 0
2804 0 0 0 11 0 4 4 9 1 0 0
2769 0 0 0 11 0 4 4 9 1 0 0
2734 0 0 0 11 0 4 4 9 1 0 0
2700 0 0 0 11 0 4 4 9 1 0 0
2666 0 0 0 11 0 4 4 9 1 0 0
2633 0 0 0 11 0 4 4 9 1 0 0
2600 0 0 0 11 0 4 4 9 1 0 0
2567 0 0 0 11 0 4 4 9 1 0 0
2535 0 0 0 11 0 4 4 9 1 0 0
2503 0 0 0 11 0 3 4 10 1 0 0
2472 0 0 0 11 0 3 4 10 1 0 0
2441 0 0 0 11 0 3 4 10 1 0 0
2410 0 0 0 11 0 3 4 10 1 0 0
2380 0 0 0 11 0 3 4 10 1 0 0
2350 0 0 0 11 0 3 4 10 1 0 0
2320 0 0 0 11 0 3 4 10 1 0 0
2291 0 0 0 11 0 3 4 10 1 0 0
2262 0 0 0 11 0 3 4 10 1 0 0
2234 0 0 0 11 0 3 4 10 1 0 0
2206 0 0 0 11 0 3 4 10 1 0 0
2178 0 0 0 11 0 3 4 10 1 0 0
2151 0 0 0 11 0 3 4 10 1 0 0
2124 0 0 0 11 0 3 4 10 1 0 0
2097 0 0 0 11 0 3 4 10 1 0 0
2071 0 0 0 11 0 3 4 10 1 0 0
2045 0 0 0 11 0 3 4 10 1 0 0
2019 0 0 0 11 0 3 4 10 1 0 0
1994 0 0 0 11 0 3 4 10 1 0 0
1969 0 0 0 11 0 3 4 10 1 0 0
1944 0 0 0 11 0 3 4 9 2 0 0
1920 0 0 0 11 0 3 4 9 2 0 0
1896 0 0 0 11 0 4 4 8 2 0 0
1872 0 0 0 11 0 4 4 8 2 0 0
1848 0 0 0 11 0 4 4 8 2 0 0
1825 0 0 0 11 0 4 4 8 2 0 0
1802 0 0 0 11 0 4 4 8 2 0 0
1780 0 0 0 11 0 4 4 8 2 0 0
1757 0 0 0 11 0 4 4 8 2 0 0
1735 0 0 0 11 0 4 4 8 2 0 0
1713 0 0 0 11 0 4 4 8 2 0 0
1692 0 0 0 11 0 4 4 8 2 0 0
1671 0 0 0 11 0 4 4 8 2 0 0
1650 0 0 0 11 0 4 4 8 2 0 0
1629 0 0 0 11 0 4 4 8 2 0 0
1609 0 0 0 11 0 4 4 8 2 0 0
1588 0 0 0 11 0 4 4 8 2 0 0
1568 0 0 0 11 0 4 4 8 2 0 0
1549 0 0 0 11 0 4 4 8 2 0 0
1529 0 0 0 11 0 4 4 8 2 0 0
1510 0 0 0 11 0 4 4 8 2 0 0
1491 0 0 0 11 0 4 4 8 2 0 0
1472 0 0 0 11 0 4 4 8 2 0 0
1454 0 0 0 11 0 4 4 8 2 0 0
1436 0 0 0 11 0 4 4 8 2 0 0
1418 0 0 0 11 0 4 4 8 2 0 0
1400 0 0 0 11 0 4 4 8 2 0 0
1382 0 0 0 11 0 4 4 8 2 0 0
1365 0 0 0 11 0 4 4 8 2 0 0
1348 0 0 0 11 0 4 4 8 2 0 0
1331 0 0 0 11 0 4 4 8 2 0 0
1314 0 0 0 11 0 4 4 8 2 0 0
1298 0 0 0 11 0 4 4 8 2 0 0
1281 0 0 0 11 0 4 4 8 2 0 0
1265 0 0 0 11 0 4 4 8 2 0 0
1249 0 0 0 11 0 4 4 8 2 0 0
1234 0 0 0 11 0 4 4 8 2 0 0
1218 0 0 0 11 0 4 4 8 2 0 0
1203 0 0 0 11 0 4 4 8 2 0 0
1188 0 0 0 11 0 3 5 8 2 0 0
1173 0 0 0 11 0 3 5 8 2 0 0
1158 0 0 0 11 0 3 5 8 2 0 0
1144 0 0 0 11 0 3 5 8 2 0 0
1129 0 0 0 11 0 3 6 7 2 0 0
1115 0 0 0 11 0 3 6 7 2 0 0
1101 0 0 0 11 0 3 6 7 2 0 0
1087 0 0 0 11 0 3 6 7 2 0 0
1074 0 0 0 11 0 3 6 7 2 0 0
1060 0 0 0 11 0 3 6 7 2 0 0
1047 0 0 0 11 0 3 6 7 2 0 0
1034 0 0 0 11 0 3 6 7 2 0 0
1021 0 0 0 11 0 3 6 7 2 0 0
1008 0 0 0 11 0 3 6 7 2 0 0
995 0 0 0 11 0 3 6 7 2 0 0
983 0 0 0 11 0 3 6 7 2 0 0
970 0 0 0 11 0 3 6 7 2 0 0
958 0 0 0 11 0 3 6 7 2 0 0
946 0 0 0 11 0 3 6 7 2 0 0
934 0 0 0 11 0 3 6 7 2 0 0
923 0 0 0 11 0 3 6 7 2 0 0
911 0 0 0 11 0 3 6 7 2 0 0
900 0 0 0 11 0 3 6 7 2 0 0
888 0 0 0 11 0 3 6 7 2 0 0
877 0 0 0 11 0 3 6 7 2 0 0
866 0 0 0 11 0 3 6 7 2 0 0
855 0 0 0 11 0 3 6 7 2 0 0
845 0 0 0 11 0 3 6 7 2 0 0
834 0 0 0 11 0 3 6 7 2 0 0
823 0 0 0 11 0 3 6 7 2 0 0
813 0 0 0 11 0 3 6 7 2 0 0
803 0 0 0 11 0 3 6 7 2 0 0
793 0 0 0 11 0 3 6 7 2 0 0
783 0 0 0 11 0 3 6 7 2 0 0
773 0 0 0 11 0 3 6 7 2 0 0
763 0 0 0 11 0 3 6 7 2 0 0
754 0 0 0 11 0 3 6 7 2 0 0
744 0 0 0 11 0 3 6 7 2 0 0
735 0 0 0 11 0 3 6 7 2 0 0
726 0 0 0 11 0 3 6 7 2 0 0
717 0 0 0 12 0 3 5 7 2 0 0
708 0 0 0 12 0 3 5 7 2 0 0
699 0 0 0 12 0 3 5 7 2 0 0
690 0 0 0 12 0 3 5 7 2 0 0
681 0 0 0 12 0 3 5 7 2 0 0
673 0 0 0 12 0 3 5 7 2 0 0
664 0 0 0 12 0 3 5 7 2 0 0
656 0 0 0 12 0 3 5 7 2 0 0
648 0 0 0 12 0 3 5 7 2 0 0
640 0 0 0 12 0 3 5 7 2 0 0
632 0 0 0 12 0 3 5 7 2 0 0
624 0 0 0 12 0 3 5 7 2 0 0
616 0 0 0 12 0 3 5 7 2 0 0
608 0 0 0 12 0 3 5 7 2 0 0
600 0 0 0 12 0 3 5 7 2 0 0
593 0 0 0 12 0 3 5 7 2 0 0
585 0 0 0 12 0 3 5 7 2 0 0
578 0 0 0 12 0 3 5 7 2 0 0
571 0 0 0 12 0 3 5 7 2 0 0
564 0 0 0 12 0 3 5 7 2 0 0
557 0 0 0 12 0 3 5 7 2 0 0
550 0 0 0 12 0 3 5 7 2 0 0
543 0 0 0 12 0 3 5 7 2 0 0
536 0 0 0 12 0 3 5 7 2 0 0
529 0 0 0 12 0 3 5 7 2 0 0
522 0 0 0 12 0 3 5 7 2 0 0
516 0 0 0 12 0 3 5 7 2 0 0
509 0 0 0 12 0 3 5 7 2 0 0
503 0 0 0 12 0 3 5 7 2 0 0
497 0 0 0 12 0 3 5 7 2 0 0
490 0 0 0 12 0 3 5 7 2 0 0
484 0 0 0 12 0 3 5 7 2 0 0
478 0 0 0 12 0 3 5 7 2 0 0
472 0 0 0 12 0 3 5 7 2 0 0
466 0 0 0 12 0 3 5 7 2 0 0
460 0 0 0 12 0 3 5 7 2 0 0
455 0 0 0 12 0 3 5 7 2 0 0
449 0 0 0 12 0 3 5 7 2 0 0
443 0 0 0 12 0 3 5 7 2 0 0
438 0 0 0 12 0 3 5 7 2 0 0
432 0 0 0 12 0 3 5 7 2 0 0
427 0 0 0 12 0 3 5 7 2 0 0
421 0 0 0 12 0 3 5 7 2 0 0
416 0 0 0 12 0 3 5 7 2 0 0
411 0 0 0 12 0 3 5 7 2 0 0
406 0 0 0 12 0 3 5 7 2 0 0
401 0 0 0 12 0 3 5 7 2 0 0
396 0 0 0 12 0 3 5 7 2 0 0
391 0 0 0 12 0 3 5 7 2 0 0
386 0 0 0 12 0 3 5 7 2 0 0
381 0 0 0 12 0 3 5 7 2 0 0
376 0 0 0 12 0 3 5 7 2 0 0
371 0 0 0 12 0 3 5 7 2 0 0
367 0 0 0 12 0 3 5 7 2 0 0
362 0 0 0 12 0 3 5 7 2 0 0
358 0 0 0 12 0 3 5 7 2 0 0
353 0 0 0 12 0 3 5 7 2 0 0
349 0 0 0 12 0 3 5 7 2 0 0
344 0 0 0 12 0 3 5 7 2 0 0
340 0 0 0 12 0 3 5 7 2 0 0
336 0 0 0 12 0 3 5 7 2 0 0
331 0 0 0 12 0 3 5 7 2 0 0
327 0 0 0 12 0 3 5 7 2 0 0
323 0 0 0 12 0 3 5 7 2 0 0
319 0 0 0 12 0 3 5 7 2 0 0
315 0 0 0 12 0 3 5 7 2 0 0
311 0 0 0 12 0 3 5 7 2 0 0
307 0 0 0 12 0 3 5 7 2 0 0
303 0 0 0 12 0 3 5 7 2 0 0
300 0 0 0 12 0 3 5 7 2 0 0
296 0 0 0 12 0 3 5 7 2 0 0
292 0 0 0 12 0 3 5 7 2 0 0
288 0 0 0 12 0 3 5 7 2 0 0
285 0 0 0 12 0 3 5 7 2 0 0
281 0 0 0 12 0 3 5 7 2 0 0
278 0 0 0 12 0 3 5 7 2 0 0
274 0 0 0 12 0 3 5 7 2 0 0
271 0 0 0 12 0 3 5 7 2 0 0
267 0 0 0 12 0 3 5 7 2 0 0
264 0 0 0 12 0 3 5 7 2 0 0
261 0 0 0 12 0 3 5 7 2 0 0
257 0 0 0 12 0 3 5 7 2 0 0
254 0 0 0 12 0 3 5 7 2 0 0
251 0 0 0 12 0 3 5 7 2 0 0
248 0 0 0 12 0 3 5 7 2 0 0
245 0 0 0 12 0 3 5 7 2 0 0
242 0 0 0 12 0 3 5 7 2 0 0
239 0 0 0 12 0 3 5 7 2 0 0
236 0 0 0 12 0 3 5 7 2 0 0
233 0 0 0 12 0 3 5 7 2 0 0
230 0 0 0 12 0 3 5 7 2 0 0
227 0 0 0 12 0 3 5 7 2 0 0
224 0 0 0 12 0 3 5 7 2 0 0
221 0 0 0 12 0 3 5 7 2 0 0
218 0 0 0 12 0 3 5 7 2 0 0
216 0 0 0 12 0 3 5 7 2 0 0
213 0 0 0 12 0 3 5 7 2 0 0
210 0 0 0 12 0 3 5 7 2 0 0
208 0 0 0 12 0 3 5 7 2 0 0
205 0 0 0 12 0 3 5 7 2 0 0
202 0 0 0 12 0 3 5 7 2 0 0
200 0 0 0 12 0 3 5 7 2 0 0
197 0 0 0 12 0 3 5 7 2 0 0
195 0 0 0 12 0 3 5 7 2 0 0
192 0 0 0 12 0 3 5 7 2 0 0
190 0 0 0 12 0 3 5 7 2 0 0
188 0 0 0 12 0 3 5 7 2 0 0
185 0 0 0 12 0 3 5 7 2 0 0
183 0 0 0 12 0 3 5 7 2 0 0
181 0 0 0 12 0 3 5 7 2 0 0
178 0 0 0 12 0 3 5 7 2 0 0
176 0 0 0 12 0 3 5 7 2 0 0
174 0 0 0 12 0 3 5 7 2 0 0
172 0 0 0 12 0 3 5 7 2 0 0
169 0 0 0 12 0 3 5 7 2 0 0
167 0 0 0 12 0 3 5 7 2 0 0
165 0 0 0 12 0 3 5 7 2 0 0
163 0 0 0 12 0 3 5 7 2 0 0
161 0 0 0 12 0 3 5 7 2 0 0
159 0 0 0 12 0 3 5 7 2 0 0
157 0 0 0 12 0 3 5 7 2 0 0
155 0 0 0 12 0 3 5 7 2 0 0
153 0 0 0 12 0 3 5 7 2 0 0
151 0 0 0 12 0 3 5 7 2 0 0
149 0 0 0 12 0 3 5 7 2 0 0
147 0 0 0 12 0 3 5 7 2 0 0
146 0 0 0 12 0 3 5 7 2 0 0
144 0 0 0 12 0 3 5 7 2 0 0
142 0 0 0 12 0 3 5 7 2 0 0
140 0 0 0 12 0 3 5 7 2 0 0
138 0 0 0 12 0 3 5 7 2 0 0
137 0 0 0 12 0 3 5 7 2 0 0
135 0 0 0 12 0 3 5 7 2 0 0
133 0 0 0 12 0 3 5 7 2 0 0
132 0 0 0 12 0 3 5 7 2 0 0
130 0 0 0 12 0 3 5 7 2 0 0
128 0 0 0 12 0 3 5 7 2 0 0
127 0 0 0 12 0 3 5 7 2 0 0
125 0 0 0 12 0 3 5 7 2 0 0
123 0 0 0 12 0 3 5 7 2 0 0
122 0 0 0 12 0 3 5 7 2 0 0
120 0 0 0 12 0 3 5 7 2 0 0
119 0 0 0 12 0 3 5 7 2 0 0
117 0 0 0 12 0 3 5 7 2 0 0
116 0 0 0 12 0 3 5 7 2 0 0
114 0 0 0 12 0 3 5 7 2 0 0
113 0 0 0 12 0 3 5 7 2 0 0
112 0 0 0 12 0 3 5 7 2 0 0
110 0 0 0 12 0 3 5 7 2 0 0
109 0 0 0 12 0 3 5 7 2 0 0
107 0 0 0 12 0 3 5 7 2 0 0
106 0 0 0 12 0 3 5 7 2 0 0
105 0 0 0 12 0 3 5 7 2 0 0
103 0 0 0 12 0 3 5 7 2 0 0
102 0 0 0 12 0 3 5 7 2 0 0
101 0 0 0 12 0 3 5 7 2 0 0
