LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.8 on Wed Aug 17 15:42:17 CEST 2022
 3366 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 4 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -4.132299 21.303832  xlo xhi
 -4.120963 20.957004  ylo yhi
 -27.980077 87.100077  zlo zhi

# Pair Coeffs
#
# 1  1
# 2  2
# 3  3
# 4  4

 Atoms # full

1 1 2 1.575000 2.107023 -2.117549 2.958071 # 2 
2 1 2 1.575000 -1.895712 2.359716 2.958071 # 2 
3 1 2 1.575000 4.346411 -4.117913 5.270220 # 2 
4 1 2 1.575000 0.104651 0.120328 5.270220 # 2 
5 1 1 1.050000 -2.065171 -1.948090 7.317854 # 1 
6 1 2 1.575000 2.250460 2.216280 7.273846 # 2 
7 1 2 1.575000 0.107700 -4.120962 9.420002 # 2 
8 1 1 1.050000 -4.132299 0.119038 9.420002 # 1 
9 1 2 1.575000 2.227701 -2.000962 11.540001 # 2 
10 1 2 1.575000 -2.012300 2.239038 11.540001 # 2 
11 1 2 1.575000 -4.132299 -4.120962 13.660000 # 2 
12 1 2 1.575000 0.107700 0.119038 13.660000 # 2 
13 1 2 1.575000 -2.012300 -2.000962 15.780001 # 2 
14 1 2 1.575000 2.227701 2.239038 15.780001 # 2 
15 1 4 1.050000 0.107700 -4.120962 17.900002 # 4 
16 1 4 1.575000 -4.132299 0.119038 17.900002 # 4 
17 1 4 1.050000 2.227701 -2.000962 20.020000 # 4 
18 1 4 1.575000 -2.012300 2.239038 20.020000 # 4 
19 1 4 1.050000 -4.132299 -4.120962 22.139999 # 4 
20 1 4 1.050000 0.107700 0.119038 22.139999 # 4 
21 1 4 1.050000 -2.012300 -2.000962 24.260002 # 4 
22 1 4 1.050000 2.227701 2.239038 24.260002 # 4 
23 1 4 1.575000 0.107700 -4.120962 26.380001 # 4 
24 1 4 1.050000 -4.132299 0.119038 26.380001 # 4 
25 1 4 1.575000 2.227701 -2.000962 28.500000 # 4 
26 1 4 1.575000 -2.012300 2.239038 28.500000 # 4 
27 1 4 1.575000 -4.132299 -4.120962 30.620003 # 4 
