1 -18.900
2 28.350
## tot charge (tet+oct)  : 9.450
3 -18.900
4 28.350
## tot_charge (tet+oct) : 9.450 | tot_charge 2(tet+oct) :  18.900
5 -37.275
6 28.350
## tot charge (tet+oct)  : -8.925
7 -20.475
8 28.350
## tot_charge (tet+oct) : 7.875 | tot_charge 2(tet+oct) :  -1.050
9 -35.175
10 28.350
## tot charge (tet+oct)  : -6.825
11 -22.050
12 28.350
## tot_charge (tet+oct) : 6.300 | tot_charge 2(tet+oct) :  -0.525
13 -34.650
14 28.350
## tot charge (tet+oct)  : -6.300
15 -22.050
16 28.350
## tot_charge (tet+oct) : 6.300 | tot_charge 2(tet+oct) :  0.000
17 -34.650
18 28.350
## tot charge (tet+oct)  : -6.300
19 -22.050
20 28.350
## tot_charge (tet+oct) : 6.300 | tot_charge 2(tet+oct) :  0.000
21 -35.175
22 28.350
## tot charge (tet+oct)  : -6.825
23 -21.000
24 28.350
## tot_charge (tet+oct) : 7.350 | tot_charge 2(tet+oct) :  0.525
25 -36.225
26 28.350
## tot charge (tet+oct)  : -7.875
27 -20.475
28 28.350
## tot_charge (tet+oct) : 7.875 | tot_charge 2(tet+oct) :  0.000
29 -36.225
30 28.350
## tot charge (tet+oct)  : -7.875
31 -19.950
32 28.350
## tot_charge (tet+oct) : 8.400 | tot_charge 2(tet+oct) :  0.525
33 -37.275
34 28.350
## tot charge (tet+oct)  : -8.925
35 -18.900
36 28.350
## tot_charge (tet+oct) : 9.450 | tot_charge 2(tet+oct) :  0.525
37 -18.900
## tot_charge (tet) : -18.900
