1 36 0 36
2 36 0 36
3 0 36 36
4 36 0 36
5 1 35 36
6 33 3 36
7 6 30 36
8 27 9 36
9 10 26 36
10 25 11 36
11 12 24 36
12 24 12 36
13 11 25 36
14 27 9 36
15 8 28 36
16 29 7 36
17 4 32 36
18 35 1 36
19 36 0 36
