1 36 0 36
2 36 0 36
3 0 36 36
4 35 1 36
5 3 33 36
6 31 5 36
7 7 29 36
8 28 8 36
9 8 28 36
10 28 8 36
11 6 30 36
12 33 3 36
13 1 35 36
14 36 0 36
15 36 0 36
